대표발의자_정당,공동발의자_정당,협력지수,파일명
열린민주당,열린민주당,0.1263108295570697,21대_소관위원회_교육위원회.csv
열린민주당,열린민주당,0.1568627450980392,21대_소관위원회_국방위원회.csv
열린민주당,열린민주당,0.0536973222316487,21대_소관위원회_국토교통위원회.csv
열린민주당,열린민주당,0.1215233824802925,21대_소관위원회_국회운영위원회.csv
열린민주당,열린민주당,0.0905241530152551,21대_소관위원회_기획재정위원회.csv
열린민주당,열린민주당,0.0543727247827036,21대_소관위원회_농림축산식품해양수산위원회.csv
열린민주당,열린민주당,0.1775700934579439,21대_소관위원회_문화체육관광위원회.csv
열린민주당,열린민주당,0.1464005030410979,21대_소관위원회_법제사법위원회.csv
열린민주당,열린민주당,0.0732357506775547,21대_소관위원회_보건복지위원회.csv
열린민주당,열린민주당,0.0520579206295353,21대_소관위원회_산업통상자원중소벤처기업위원회.csv
열린민주당,열린민주당,0.0965723958286569,21대_소관위원회_여성가족위원회.csv
열린민주당,열린민주당,0.0127639930177913,21대_소관위원회_정무위원회.csv
열린민주당,열린민주당,0.3202563076101742,21대_소관위원회_정보위원회.csv
열린민주당,열린민주당,0.1230914909793327,21대_소관위원회_정치개혁특별위원회.csv
열린민주당,열린민주당,0.1230544892634749,21대_소관위원회_행정안전위원회.csv
열린민주당,열린민주당,0.1468058072987397,21대_소관위원회_환경노동위원회.csv
정의당,정의당,0.3566542514946819,21대_소관위원회_과학기술정보방송통신위원회.csv
정의당,정의당,0.4400728081911728,21대_소관위원회_교육위원회.csv
정의당,정의당,0.5298032943381258,21대_소관위원회_국토교통위원회.csv
정의당,정의당,0.4921046084998277,21대_소관위원회_국회운영위원회.csv
정의당,정의당,0.5015305448349607,21대_소관위원회_기획재정위원회.csv
정의당,정의당,0.3614013549124455,21대_소관위원회_농림축산식품해양수산위원회.csv
정의당,정의당,0.522257492179388,21대_소관위원회_문화체육관광위원회.csv
정의당,정의당,0.4698797198689192,21대_소관위원회_법제사법위원회.csv
정의당,정의당,0.4646071535197308,21대_소관위원회_보건복지위원회.csv
정의당,정의당,0.6054991787922956,21대_소관위원회_산업통상자원중소벤처기업위원회.csv
정의당,정의당,0.1906925178491184,21대_소관위원회_여성가족위원회.csv
정의당,정의당,0.5095435994118357,21대_소관위원회_정무위원회.csv
정의당,정의당,0.5365151543062567,21대_소관위원회_정치개혁특별위원회.csv
정의당,정의당,0.4963364979530223,21대_소관위원회_행정안전위원회.csv
정의당,정의당,0.61511874781825,21대_소관위원회_환경노동위원회.csv
